,기준일시,일 평균 풍속 (m/s),일 풍정 (m),최대풍향,최대풍속 (m/s),최대순간풍향,최대순간풍속 (m/s),일 평균기온 (C),최고기온 (C),최저기온 (C),일 평균 이슬점온도 (C),일 평균 지면온도 (C),일 최저 초상온도 (C),일 평균 상대습도 (%),최저습도 (%),일 평균 수증기압 (hPa),소형 증발량 (mm),대형 증발량 (mm),안개계속시간 (hr),일 평균 현지기압 (hPa),일 평균 해면기압 (hPa),최고 해면기압 (hPa),최고 해면기압 시각 (시분),최저 해면기압 (hPa),일 평균 전운량 (1/10),일조합 (hr),가조시간 (hr),캄벨 일조 (hr),일사합 (MJ/m2),최대 1시간일사 (MJ/m2),최대 1시간일사 시각 (시분),일 강수량 (mm),9-9 강수량 (mm),강수계속시간 (hr),1시간 최다강수량 (mm),1시간 최다강수량 시각 (시분),10분간 최다강수량 (mm),10분간 최다강수량 시각 (시분),최대 강우강도 (mm/h),최대 강우강도 시각 (시분),최심 신적설 (cm),최심 신적설 시각 (시분),최심 적설 (cm),최심 적설 시각 (시분),0.5m 지중온도 (C) ,1.0m 지중온도 (C),1.5m 지중온도 (C),3.0m 지중온도 (C),5.0m 지중온도 (C)
222,2012-08-10,1.318478260869565,1139.9021739130435,20.565217391304348,4.041304347826087,19.391304347826086,6.342391304347826,25.23586956521739,29.01413043478261,22.971739130434784,22.126373626373628,28.243478260869566,22.535869565217393,83.99010989010988,65.23913043478261,26.74285714285714,2.545,1.7449999999999999,1.375,994.2336956521739,1006.3619565217392,1008.0228260869566,2149.782608695652,1004.9673913043479,8.8675,0.8717391304347827,13.703260869565218,,8.221891891891891,1.499189189189189,1232.4324324324325,7.401136363636363,6.772222222222222,5.408918918918919,4.187356321839081,1096.2934782608695,1.7908045977011495,1079.8478260869565,0.1,,,,,,28.794999999999998,26.060000000000002,23.284615384615385,18.692307692307693,15.846153846153847
223,2012-08-11,1.4728260869565217,1270.7282608695652,19.75,3.5782608695652174,20.0,5.782608695652174,26.660869565217393,31.72717391304348,22.55,21.80989010989011,31.02173913043478,22.06086956521739,76.72307692307693,53.891304347826086,26.26923076923077,4.826315789473685,3.384210526315789,2.1933333333333334,994.8804347826087,1006.9684782608696,1008.15,658.445652173913,1005.3391304347825,6.525,6.960869565217391,13.668478260869565,,19.14324324324324,2.8981081081081084,1181.081081081081,1.9020408163265308,12.1375,1.1116666666666668,1.7571428571428571,174.95652173913044,0.8346938775510204,161.68478260869566,,,,,,,28.3,26.055,23.376923076923074,18.692307692307693,15.853846153846153
224,2012-08-12,1.691304347826087,1458.8695652173913,19.77173913043478,4.6173913043478265,19.92391304347826,7.710869565217391,26.19347826086957,30.25108695652174,23.64021739130435,23.21195652173913,29.186956521739127,23.258695652173916,84.78695652173913,65.28260869565217,28.563043478260873,2.73,1.935,6.4025,992.4630434782609,1004.5391304347827,1007.2271739130434,5.380434782608695,1002.7445652173913,8.5325,2.8249999999999997,13.640217391304347,,12.790000000000001,2.1202702702702703,1197.2972972972973,25.27777777777778,39.652631578947364,7.2135483870967745,12.38888888888889,1316.108695652174,5.367901234567902,1348.7173913043478,,,,,,,28.27894736842105,25.900000000000002,23.28333333333333,18.533333333333335,15.716666666666667
225,2012-08-13,1.9565217391304348,1692.2608695652175,18.554347826086957,4.970652173913043,19.706521739130434,8.502173913043478,25.37391304347826,28.48586956521739,23.266304347826086,22.847826086956523,26.846739130434784,22.958695652173912,86.84891304347826,72.16304347826087,28.025000000000002,3.13,2.1550000000000002,23.42,991.6771739130435,1003.7923913043478,1007.1750000000001,2294.836956521739,1001.4597826086957,8.7325,1.607608695652174,13.606521739130434,,7.5208108108108105,1.3154054054054054,1281.081081081081,32.922222222222224,11.157142857142857,8.181052631578947,12.824444444444445,695.0326086956521,4.653333333333333,667.6413043478261,,,,,,,27.485000000000003,26.03,23.53076923076923,18.892307692307693,15.96923076923077
226,2012-08-14,2.025,1746.891304347826,13.597826086956522,4.480434782608696,13.097826086956522,7.477173913043478,25.279347826086955,28.781521739130437,22.21630434782609,21.644565217391303,26.97391304347826,21.757608695652173,81.83152173913044,64.6086956521739,26.132608695652173,3.6789473684210527,2.5421052631578944,5.625,996.4391304347826,1008.5858695652173,1010.1478260869566,1355.445652173913,1006.5521739130435,8.192499999999999,3.1032608695652173,13.567391304347826,,11.498918918918918,2.0224324324324323,1156.7567567567567,7.324999999999999,20.95625,4.056363636363637,4.495833333333334,1024.1195652173913,2.0458333333333334,926.25,,,,,,,27.345,25.880000000000003,23.569230769230767,18.93846153846154,15.953846153846154
227,2012-08-15,3.0282608695652176,2611.3152173913045,21.597826086956523,6.751086956521739,21.206521739130434,12.283695652173913,26.37391304347826,29.907608695652176,23.567391304347826,23.171739130434784,26.941304347826087,23.108695652173914,83.75760869565217,67.69565217391305,28.50978260869565,3.105,1.9949999999999999,15.585,994.491304347826,1006.5749999999999,1009.1869565217391,1234.3260869565217,1004.4923913043478,9.225,2.0380434782608696,13.540217391304349,,10.403783783783783,1.785945945945946,1118.918918918919,40.75476190476191,52.855,7.9873529411764705,17.732142857142858,1243.945652173913,6.503571428571428,1254.1847826086957,,,,,,,27.255000000000003,25.945,23.623076923076926,18.93076923076923,15.992307692307692
228,2012-08-16,1.6010869565217392,1382.8369565217392,18.130434782608695,4.269565217391304,19.293478260869566,7.069565217391304,25.54565217391304,29.29565217391304,23.10108695652174,23.099999999999998,27.36521739130435,22.754347826086956,87.28804347826087,71.03260869565217,28.416304347826088,3.035,2.125,4.72,998.8793478260869,1011.0641304347826,1013.1847826086956,2259.717391304348,1008.3010869565217,8.192499999999999,2.626086956521739,13.51195652173913,,11.66,2.0716216216216217,1251.3513513513512,23.61604938271605,5.435294117647058,6.972058823529412,10.944444444444445,745.8478260869565,5.108641975308642,703.554347826087,,,,,,,26.830000000000002,25.860000000000003,23.930769230769233,19.16923076923077,16.046153846153846
229,2012-08-17,1.557608695652174,1346.4130434782608,17.782608695652176,4.244565217391305,18.304347826086957,7.135869565217392,26.730434782608693,31.69782608695652,23.209782608695654,23.596739130434784,29.430434782608696,22.832608695652173,84.19673913043479,63.76086956521739,29.269565217391307,4.35,2.8850000000000002,2.768,1000.079347826087,1012.2271739130434,1013.4793478260871,718.6521739130435,1010.4978260869566,6.56,6.084782608695652,13.466304347826087,,17.813513513513513,2.727837837837838,1191.8918918918919,4.117333333333334,12.2125,1.1152941176470588,3.605333333333333,663.3913043478261,2.041333333333333,730.3152173913044,,,,,,,26.860000000000003,25.785000000000004,23.86923076923077,19.376923076923077,16.107692307692307
230,2012-08-18,1.7076086956521739,1472.0,21.25,4.208695652173913,20.98913043478261,6.92608695652174,27.428260869565218,31.60217391304348,24.46521739130435,24.293478260869566,29.508695652173916,24.043478260869566,84.21521739130435,65.1195652173913,30.46630434782609,3.965,2.875,4.608,998.7467391304348,1010.841304347826,1012.5967391304347,274.0869565217391,1009.1054347826087,7.58,4.230434782608696,13.43913043478261,,16.122702702702703,2.5808108108108105,1167.5675675675675,5.6,3.9,2.720909090909091,3.7567567567567566,601.9673913043479,2.2364864864864864,636.9782608695652,,,,,,,27.214999999999996,25.665,23.861538461538462,20.146153846153844,16.161538461538463
231,2012-08-19,2.4239130434782608,2085.2417582417584,18.565217391304348,5.047826086956522,20.097826086956523,8.360869565217392,27.91428571428571,31.946739130434782,25.095652173913045,23.967032967032967,29.9010989010989,24.036956521739132,80.4846153846154,61.641304347826086,29.86263736263736,3.755,2.58,6.068,996.4571428571429,1008.6428571428571,1010.5695652173912,259.64130434782606,1006.9,7.76,4.9543478260869565,13.410869565217391,,16.503055555555555,2.5530555555555554,1219.4444444444443,6.827659574468084,19.864285714285717,3.593333333333333,4.440425531914894,501.39130434782606,2.6638297872340426,541.4347826086956,,,,,,,27.425,25.630000000000003,23.799999999999997,20.200000000000003,16.192307692307693
232,2012-08-20,2.1815217391304347,1882.304347826087,17.956521739130434,4.518478260869565,18.58695652173913,7.766304347826087,26.657608695652176,29.231521739130436,24.653260869565216,23.73913043478261,27.709782608695654,24.142391304347825,84.92608695652174,71.90217391304348,29.464130434782607,2.295,1.56,7.4,996.4467391304348,1008.5500000000001,1010.025,2300.1304347826085,1007.4880434782608,9.065000000000001,0.8450549450549452,13.368478260869566,,8.284722222222221,1.3577777777777778,1116.6666666666667,15.70263157894737,39.088235294117645,9.040322580645162,4.951315789473685,757.8913043478261,2.275,723.1847826086956,,,,,,,27.5,25.645,23.807692307692307,19.476923076923075,16.223076923076924
233,2012-08-21,1.893478260869565,1632.0434782608695,17.01086956521739,5.168478260869565,17.608695652173914,8.761956521739132,26.520652173913046,31.06413043478261,23.88586956521739,23.19782608695652,29.10879120879121,23.50978260869565,83.3195652173913,62.42391304347826,28.51086956521739,3.2649999999999997,2.175,2.066,997.591304347826,1009.695652173913,1010.8826086956522,882.7608695652174,1008.2913043478261,7.635,5.0260869565217385,13.338043478260872,,16.02567567567568,2.577027027027027,1237.837837837838,17.26410256410256,30.25,4.993823529411764,7.612820512820512,970.5869565217391,3.979487179487179,976.0652173913044,,,,,,,27.3,25.8,23.915384615384614,19.784615384615385,16.3
234,2012-08-22,1.7782608695652173,1535.391304347826,23.206521739130434,4.961956521739131,23.717391304347824,8.48913043478261,23.617391304347827,26.656521739130437,21.68913043478261,21.73478260869565,25.559782608695652,21.756521739130434,89.8108695652174,76.6413043478261,26.144565217391307,1.8850000000000002,1.3050000000000002,3.54,998.3858695652174,1010.6032608695652,1013.4228260869564,2300.771739130435,1008.5119565217392,9.3875,0.4891304347826087,13.305434782608698,,6.123243243243243,1.202162162162162,1102.7027027027027,32.073913043478264,22.47,10.12225,13.43586956521739,868.3586956521739,6.318478260869565,846.8586956521739,,,,,,,27.335,25.82,24.0,19.884615384615383,16.423076923076923
235,2012-08-23,2.0586956521739133,1780.195652173913,11.402173913043478,4.6673913043478255,11.478260869565217,7.806521739130435,22.245652173913044,24.491304347826084,20.63478260869565,20.315217391304348,23.709782608695654,20.59891304347826,89.50652173913043,80.67391304347827,24.00108695652174,1.9100000000000001,1.285,7.170000000000001,1002.3478260869565,1014.7228260869565,1016.0728260869565,1975.0108695652175,1012.841304347826,9.6325,0.33804347826086956,13.256521739130434,,5.243513513513514,1.0037837837837837,1259.4594594594594,47.12045454545455,63.51111111111111,13.166578947368421,11.529545454545454,951.2282608695652,4.079545454545454,800.2282608695652,,,,,,,26.78,25.755000000000003,24.069230769230767,20.0,16.5
236,2012-08-24,2.498913043478261,2160.1304347826085,12.98913043478261,4.934782608695652,13.98913043478261,8.519565217391303,22.46521739130435,24.55217391304348,20.58478260869565,20.3,23.192391304347826,20.16521739130435,88.3108695652174,79.01086956521739,24.01413043478261,1.415,0.93,6.79,1002.6880434782609,1015.0489130434783,1016.3010869565217,1367.9021739130435,1013.7097826086957,9.775,0.22608695652173913,13.233695652173912,,4.6302702702702705,0.8610810810810811,1316.2162162162163,45.26333333333333,34.33,13.069999999999999,10.848888888888888,884.2173913043479,3.521111111111111,920.9347826086956,,,,,,,25.9,25.635,24.299999999999997,20.023076923076925,16.553846153846152
237,2012-08-25,1.7263736263736262,1496.7582417582419,14.434782608695652,4.216483516483517,14.956521739130435,6.79010989010989,25.49010989010989,30.56413043478261,22.01195652173913,22.11208791208791,27.372527472527473,21.542391304347827,82.97582417582417,61.17391304347826,26.764835164835162,3.7700000000000005,2.5,4.482,1002.1439560439561,1014.4373626373626,1016.1728260869564,539.0108695652174,1012.7184782608696,7.359999999999999,4.7076086956521745,13.2,,16.795135135135133,2.707027027027027,1275.6756756756756,7.60655737704918,2.1888888888888887,4.409583333333333,4.578688524590164,222.40217391304347,2.1622950819672133,243.97826086956522,,,,,,,25.475,25.490000000000002,23.43846153846154,20.084615384615386,16.6
238,2012-08-26,1.8184782608695653,1575.0108695652175,11.33695652173913,4.327173913043478,11.456521739130435,7.386956521739131,26.74021739130435,31.995652173913044,22.55652173913043,22.00108695652174,28.867391304347827,21.898913043478263,77.53478260869565,54.01086956521739,26.555434782608696,5.055,3.7649999999999997,3.4530000000000003,999.7521739130434,1011.8978260869566,1014.2989130434783,153.07608695652175,1009.6086956521739,4.7425,8.722826086956522,13.151086956521738,,20.47918918918919,2.8870270270270266,1186.4864864864865,0.775,0.06,1.29125,0.65625,69.3586956521739,0.49374999999999997,72.57608695652173,,,,,,,25.915,25.4,24.207692307692305,20.107692307692307,16.884615384615383
239,2012-08-27,3.353846153846154,2894.879120879121,9.445652173913043,7.061538461538462,9.347826086956522,12.4021978021978,26.77142857142857,30.415384615384617,22.843956043956045,21.375824175824178,27.11098901098901,21.37608695652174,74.04505494505494,58.68131868131868,25.571428571428573,3.85,2.645,6.2425,995.9175824175824,1008.1098901098901,1011.7417582417582,114.81318681318682,1003.567032967033,7.8675,3.364835164835165,13.129347826086954,,11.758378378378378,1.9759459459459459,1145.945945945946,11.478260869565217,39.4,4.89,6.0086956521739125,808.5,2.3043478260869565,801.3369565217391,,,,,,,26.310000000000002,25.330000000000002,24.076923076923077,20.146153846153844,16.7
240,2012-08-28,7.186956521739131,6202.0,15.065217391304348,13.769565217391303,14.695652173913043,23.98804347826087,25.566304347826087,28.16304347826087,23.254347826086956,21.596739130434784,24.37608695652174,22.071739130434782,79.81739130434782,65.33695652173913,25.88695652173913,2.1149999999999998,1.44,6.1475,984.820652173913,996.8108695652174,1007.0043478260869,1079.7934782608695,988.6630434782609,9.645,0.31521739130434784,13.093478260869563,,4.588108108108107,0.9883783783783784,1327.027027027027,43.06739130434782,9.595,14.285750000000002,11.054347826086957,860.6630434782609,3.5706521739130435,895.2391304347826,,,,,,,26.03,25.23,24.084615384615386,20.415384615384614,16.853846153846153
241,2012-08-29,2.8434782608695657,2458.108695652174,21.5,6.429347826086956,21.652173913043477,11.504347826086958,25.835869565217394,30.004347826086956,22.96195652173913,21.280434782608694,26.910869565217393,21.48804347826087,77.58695652173913,59.29347826086956,25.469565217391303,3.755,2.705,4.3025,996.975,1009.0945652173913,1011.8597826086957,2013.0869565217392,1002.9717391304347,8.102500000000001,4.270652173913043,13.048913043478262,,14.515945945945948,2.4254054054054053,1216.2162162162163,3.471212121212121,20.76111111111111,4.455517241379311,2.212121212121212,606.7282608695652,0.9606060606060606,576.5326086956521,,,,,,,25.76,25.25,24.0,20.33076923076923,16.892307692307693
242,2012-08-30,3.4967391304347823,3021.358695652174,18.858695652173914,9.58804347826087,20.26086956521739,16.66304347826087,22.253260869565217,25.35326086956522,19.580434782608698,20.05108695652174,23.150000000000002,18.918478260869566,88.09891304347826,74.41304347826087,23.667391304347827,1.775,1.215,12.083333333333334,994.3065217391304,1006.5815217391304,1011.5771739130436,743.0108695652174,999.3347826086957,9.1,0.5967391304347825,13.023913043478261,,4.641351351351351,0.9975675675675675,1308.1081081081081,64.62857142857143,31.9,13.712564102564102,17.2021978021978,1002.4347826086956,5.531868131868132,1006.195652173913,,,,,,,25.865,25.22,23.99230769230769,20.43846153846154,17.007692307692306
243,2012-08-31,2.1445652173913046,1850.641304347826,25.07608695652174,5.028260869565218,27.184782608695652,8.639130434782608,22.37826086956522,27.38913043478261,18.330434782608698,17.11304347826087,24.64835164835165,17.307608695652174,74.26847826086956,48.67391304347826,19.645652173913046,3.8299999999999996,2.88,1.17,1000.195652173913,1012.5402173913043,1014.6152173913044,2162.3478260869565,1009.6913043478262,4.1425,8.416304347826086,12.979347826086956,,19.653513513513513,2.846756756756757,1183.7837837837837,3.3833333333333333,2.125,3.537857142857143,2.088888888888889,213.4673913043478,1.1416666666666666,213.7391304347826,,,,,,,25.14,25.15,24.03076923076923,20.676923076923078,16.923076923076923
244,2012-09-01,1.348913043478261,1165.858695652174,21.141304347826086,3.7782608695652176,19.934782608695652,6.144565217391304,22.619565217391305,27.903260869565216,18.77173913043478,18.682608695652174,25.215384615384615,17.960869565217394,80.1413043478261,54.79347826086956,21.659782608695654,3.995,2.82,2.146,1001.3434782608696,1013.6815217391304,1015.0989130434783,1443.1739130434783,1011.8945652173913,6.032500000000001,5.971739130434782,12.942391304347826,,16.935135135135134,2.751891891891892,1183.7837837837837,1.027659574468085,1.05,1.819375,0.8893617021276595,370.0108695652174,0.6425531914893617,408.8478260869565,,,,,,,25.15,24.96,23.946153846153848,20.66923076923077,16.96153846153846
245,2012-09-02,1.3597826086956524,1174.9347826086957,17.23913043478261,3.5282608695652176,17.532608695652176,5.731521739130434,23.155434782608697,28.33695652173913,19.51086956521739,19.26304347826087,26.39230769230769,18.768478260869564,80.55217391304348,55.69565217391305,22.43586956521739,4.665,3.19,4.045714285714285,1000.7010869565217,1012.9967391304348,1014.6043478260871,100.16304347826087,1011.2923913043478,5.0200000000000005,6.822826086956522,12.911956521739132,,17.884324324324325,2.775135135135135,1221.6216216216217,1.6476190476190478,0.4,1.46875,1.6600000000000001,113.95652173913044,1.285,161.15217391304347,,,,,,,25.2,24.89,23.86923076923077,20.653846153846153,16.984615384615385
246,2012-09-03,1.458695652173913,1260.3369565217392,17.141304347826086,3.7695652173913046,17.630434782608695,6.010869565217392,23.438043478260873,28.780434782608697,19.645652173913046,19.566304347826087,26.595652173913045,18.745652173913044,80.75652173913043,55.369565217391305,22.856521739130436,3.935,2.675,3.4954545454545456,1000.2260869565217,1012.5108695652174,1013.8445652173913,1596.9130434782608,1010.8304347826087,5.275,6.464130434782609,12.872826086956522,,16.866486486486487,2.6875675675675677,1224.3243243243244,1.0076923076923077,3.516666666666667,0.40625,0.9692307692307692,38.78260869565217,0.8538461538461538,65.3913043478261,,,,,,,25.43,24.880000000000003,23.815384615384616,20.615384615384617,17.03076923076923
247,2012-09-04,1.9597826086956522,1692.6847826086957,19.217391304347824,4.869565217391305,20.22826086956522,8.209782608695651,23.01521739130435,27.02608695652174,19.65869565217391,20.543478260869566,25.089130434782607,18.682608695652174,86.95978260869565,68.8586956521739,24.33695652173913,2.305,1.6199999999999999,6.8025,1001.6271739130434,1013.9413043478262,1015.625,2101.2065217391305,1012.4499999999999,8.635,2.6228260869565214,12.833695652173914,,10.875405405405406,1.9521621621621623,1162.162162162162,23.167045454545455,35.09473684210526,6.368611111111111,9.488636363636363,1306.945652173913,4.3522727272727275,1351.8695652173913,,,,,,,25.6,24.875,23.76923076923077,20.676923076923078,17.1
248,2012-09-05,1.958695652173913,1690.4565217391305,26.16304347826087,4.7956521739130435,26.543478260869566,7.966304347826087,22.625,27.581521739130434,18.210869565217394,18.066304347826087,25.30652173913043,16.89021739130435,77.725,49.47826086956522,21.032608695652176,4.49,3.465,3.98,1004.6717391304348,1017.0467391304348,1019.1673913043478,2247.3152173913045,1014.8130434782609,5.41,6.553260869565217,12.798913043478262,,17.114594594594596,2.732972972972973,1254.054054054054,9.998901098901099,0.2,4.245641025641026,6.551648351648352,249.94565217391303,3.308791208791209,235.44565217391303,,,,,,,25.369999999999997,24.845,23.76923076923077,20.72307692307692,17.138461538461538
249,2012-09-06,1.590217391304348,1375.6847826086957,25.630434782608695,3.9586956521739127,21.67391304347826,6.5,20.75978260869565,26.97608695652174,15.854347826086956,14.243478260869566,24.369565217391305,14.630434782608695,69.91521739130435,37.65217391304348,16.481521739130436,5.16,3.525,1.21,1006.4891304347826,1018.9978260869566,1020.2826086956521,1209.4782608695652,1017.3793478260869,1.135,10.640217391304347,12.76086956521739,,22.651891891891893,3.1078378378378377,1208.1081081081081,,,,0.1,-9.0,0.1,-9.0,,,,,,,24.985,24.865000000000002,23.715384615384615,20.700000000000003,17.138461538461538
250,2012-09-07,1.8384615384615386,1589.2967032967033,13.23913043478261,5.2153846153846155,13.706521739130435,8.851648351648352,21.827472527472526,27.564835164835166,15.772527472527472,17.087912087912088,24.432967032967035,14.417391304347827,76.4868131868132,51.35164835164835,19.798901098901098,4.005,2.96,4.5024999999999995,1005.254945054945,1017.778021978022,1020.3670329670329,610.0989010989011,1014.4846153846155,6.32,6.479120879120879,12.721978021978023,,16.943783783783783,2.7556756756756755,1121.6216216216217,12.00597014925373,38.15,2.548,9.913432835820895,1339.141304347826,4.050746268656716,1354.304347826087,,,,,,,24.715,24.755000000000003,23.66923076923077,20.707692307692305,17.16923076923077
251,2012-09-08,2.2804347826086957,1970.141304347826,21.347826086956523,6.469565217391305,20.152173913043477,11.331521739130435,21.81304347826087,26.231521739130436,18.768478260869564,18.008695652173913,24.03804347826087,18.296739130434784,80.33369565217392,58.67391304347826,20.838043478260868,3.275,2.4850000000000003,3.5,1001.0815217391304,1013.4586956521739,1016.1130434782608,1002.9673913043479,1011.3195652173912,8.075,5.0989130434782615,12.693478260869565,,15.025675675675677,2.5902702702702705,1202.7027027027027,35.48681318681319,7.923076923076923,4.573076923076923,20.802197802197803,209.15217391304347,8.523076923076923,214.2608695652174,,,,,,,24.85,24.685,23.684615384615384,20.792307692307695,17.23846153846154
252,2012-09-09,1.2815217391304348,1108.3369565217392,21.032608695652176,3.426086956521739,20.934782608695652,5.628260869565217,19.76521739130435,22.553260869565218,17.88695652173913,17.208695652173912,21.745652173913044,17.81304347826087,86.1,70.21739130434783,19.73804347826087,2.005263157894737,1.3315789473684212,,1001.4032608695653,1013.8586956521739,1015.4695652173913,629.1304347826087,1012.5195652173913,9.3025,0.8239130434782609,12.64782608695652,,6.432972972972974,1.27,1178.3783783783783,15.76923076923077,28.0,10.56857142857143,5.226153846153846,849.4673913043479,2.1276923076923078,745.1847826086956,,,,,,,24.78,24.59,23.607692307692307,20.72307692307692,17.246153846153845
253,2012-09-10,1.6858695652173912,1456.0326086956522,18.032608695652176,4.128260869565217,17.065217391304348,6.827173913043478,20.80108695652174,25.83695652173913,17.15108695652174,16.97717391304348,23.319565217391304,16.24891304347826,80.70434782608696,55.68478260869565,19.46630434782609,3.675,2.545,,1001.5532608695652,1013.9760869565217,1015.820652173913,2087.3260869565215,1012.0923913043479,5.705,6.072826086956522,12.604347826086956,,15.580540540540541,2.6221621621621622,1183.7837837837837,14.625396825396825,1.0,6.412307692307692,5.72063492063492,92.6304347826087,1.988888888888889,125.95652173913044,,,,,,,24.330000000000002,24.53,23.646153846153844,20.76923076923077,17.361538461538462
254,2012-09-11,1.5891304347826085,1375.1304347826087,15.108695652173912,3.7902173913043478,15.076086956521738,6.218478260869565,20.706521739130434,26.73586956521739,15.94891304347826,15.659782608695652,23.61086956521739,14.706521739130435,75.46195652173913,46.67391304347826,18.003260869565217,4.485,3.0300000000000002,4.096,1001.6999999999999,1014.1543478260869,1016.1739130434783,702.5760869565217,1012.0434782608696,4.1775,8.608695652173912,12.589130434782609,,19.20972972972973,2.9294594594594594,1159.4594594594594,0.0,0.0,1.2,0.0,-9.0,0.0,-9.0,,,,,,,24.16,24.4,23.553846153846152,20.77692307692308,17.392307692307693
255,2012-09-12,1.3206521739130435,1140.695652173913,20.02173913043478,3.4,19.32608695652174,5.39891304347826,20.975,26.349999999999998,16.367391304347827,16.75,23.59130434782609,15.179347826086957,78.5554347826087,52.26086956521739,19.253260869565217,3.105,2.085,2.5475,998.991304347826,1011.3880434782608,1013.5489130434783,24.402173913043477,1009.2456521739131,7.17,4.982608695652174,12.527173913043478,,15.17054054054054,2.5456756756756755,1208.1081081081081,0.14,0.7833333333333333,0.93125,0.13448275862068965,123.82608695652173,0.09310344827586207,52.84782608695652,,,,,,,24.21,24.305,23.5,20.76923076923077,17.415384615384617
256,2012-09-13,1.2804347826086957,1110.3695652173913,23.67391304347826,3.5543478260869565,24.75,5.817391304347827,21.26304347826087,24.03369565217391,19.193478260869565,18.694565217391304,23.005434782608695,18.830434782608698,86.55760869565218,68.92391304347827,21.680434782608696,1.535,1.0,2.86,997.6478260869566,1010.0054347826087,1011.8923913043479,1359.141304347826,1008.2489130434782,9.5075,0.9869565217391304,12.5,,6.426216216216217,1.172162162162162,1148.6486486486488,6.443529411764707,12.105,7.326666666666666,2.9341176470588235,1315.4565217391305,1.228235294117647,1263.3804347826087,,,,,,,24.13684210526316,24.07894736842105,23.45384615384615,20.815384615384616,17.43076923076923
257,2012-09-14,1.6445652173913046,1421.4130434782608,25.804347826086957,3.808695652173913,24.641304347826086,6.203260869565218,19.713043478260868,22.55,17.619565217391305,16.63478260869565,21.57608695652174,17.45,83.56630434782609,64.03260869565217,19.059782608695652,1.98,1.3050000000000002,4.92,1001.5217391304348,1013.9836956521739,1016.5945652173913,2285.108695652174,1011.1510869565217,9.805,0.35434782608695653,12.476086956521739,,6.3983783783783785,1.1232432432432433,1178.3783783783783,5.079120879120879,5.607142857142857,8.528461538461539,2.410989010989011,544.2282608695652,1.0362637362637361,568.2065217391304,,,,,,,23.931578947368422,24.05263157894737,23.407692307692308,20.753846153846155,17.484615384615385
258,2012-09-15,1.8293478260869567,1579.7391304347825,15.91304347826087,4.10108695652174,15.923913043478262,6.933695652173912,19.61195652173913,23.241304347826084,16.76086956521739,15.832608695652173,21.467391304347824,16.41521739130435,80.10326086956522,61.81521739130435,18.097826086956523,2.69,1.975,,1005.1521739130435,1017.6815217391304,1019.3119565217391,1773.7282608695652,1015.7684782608695,9.495000000000001,1.808695652173913,12.406521739130437,,9.647297297297296,1.7332432432432432,1186.4864864864865,4.375806451612903,11.5,6.365652173913043,1.6903225806451612,353.80434782608694,0.8629032258064516,356.6630434782609,,,,,,,23.5,23.926315789473687,23.384615384615383,20.784615384615385,17.523076923076925
259,2012-09-16,2.884782608695652,2490.1739130434785,13.402173913043478,6.084782608695652,15.0,10.756521739130434,18.806521739130435,20.568478260869565,17.355434782608697,16.59891304347826,19.57391304347826,16.944565217391304,87.87065217391304,76.48913043478261,19.043478260869566,1.1105263157894738,0.7842105263157895,18.5,1001.5782608695652,1014.0945652173913,1018.633695652174,77.79347826086956,1007.491304347826,9.934999999999999,0.01956521739130435,12.4,,3.2294594594594592,0.5983783783783784,1137.837837837838,49.38131868131868,80.33,17.50128205128205,8.280219780219781,1931.25,2.4307692307692306,1853.1304347826087,,,,,,,23.24736842105263,23.742105263157896,23.292307692307695,20.784615384615385,17.553846153846152
260,2012-09-17,5.215217391304348,4509.445652173913,21.684782608695652,11.347826086956522,18.815217391304348,19.471739130434784,18.87391304347826,20.96195652173913,17.34565217391304,16.633695652173913,18.683695652173913,16.639130434782608,87.60760869565217,74.72826086956522,19.03586956521739,1.8050000000000002,1.24,10.585,984.8141304347826,997.1173913043478,1008.1217391304348,356.2717391304348,986.5576086956522,9.497499999999999,0.31413043478260866,12.353260869565217,,2.3924324324324324,0.5675675675675675,1294.5945945945946,93.61098901098902,51.6,16.93394736842105,20.61978021978022,910.0760869565217,5.268131868131868,865.2282608695652,,,,,,,22.142105263157895,23.16842105263158,23.153846153846153,21.0,17.692307692307693
261,2012-09-18,2.25,1942.6521739130435,24.42391304347826,4.985869565217391,25.304347826086957,8.182608695652174,20.43913043478261,25.09130434782609,17.08913043478261,15.683695652173913,21.816304347826087,15.264130434782608,75.95543478260869,51.608695652173914,17.895652173913046,3.8649999999999998,2.525,,992.0869565217391,1004.3989130434783,1006.4989130434782,2308.891304347826,1001.6728260869564,6.255,5.936956521739131,12.3,,15.174324324324326,2.4697297297297296,1189.1891891891892,0.4269230769230769,0.9666666666666667,1.112,0.35,15.434782608695652,0.3038461538461539,17.902173913043477,,,,,,,21.605263157894736,22.936842105263157,23.0,21.123076923076926,17.76923076923077
